time,ISIN,bidprice0,askprice0,bidsize0,asksize0
2020.04.30D12:00:02.389745896,LON0_C2800,1.13,1.23,4,17
2020.04.30D12:00:02.389835859,LON0_P1000,1.51,1.58,7,19
2020.04.30D12:00:02.389875641,LOM0_C1000,8.64,8.81,1,5
2020.04.30D12:00:02.389879674,LOM0_C1050,8.2,8.36,1,5
2020.04.30D12:00:02.389883051,LOM0_C1100,7.77,7.92,7,5
2020.04.30D12:00:02.389886965,LOM0_C1150,7.33,7.49,7,13
2020.04.30D12:00:02.389890700,LOM0_C1200,6.91,7.06,7,13
2020.04.30D12:00:02.389894136,LOM0_C1300,6.08,6.23,8,14
2020.04.30D12:00:02.389897361,LOM0_C1650,3.51,3.61,1,1
2020.04.30D12:00:02.389900545,LOM0_C1700,3.2,3.29,2,8
2020.04.30D12:00:02.389904876,LOM0_C1750,2.89,2.98,3,13
2020.04.30D12:00:02.389908381,LOM0_C1800,2.62,2.7,3,10
2020.04.30D12:00:02.389911771,LOM0_C1900,2.1,2.18,5,12
2020.04.30D12:00:02.389922296,LOM0_P1400,1.77,1.84,28,6
2020.04.30D12:00:02.389926435,LOM0_P800,0.91,0.97,23,4
2020.04.30D12:00:02.389982488,LOM0_C1950,1.87,1.95,5,14
2020.04.30D12:00:02.389986173,LOM0_C1750,2.89,2.98,3,18
2020.04.30D12:00:02.389989377,LOM0_C1500,4.53,4.69,13,9
2020.04.30D12:00:02.389993344,LOM0_C1450,4.9,5.07,13,14
2020.04.30D12:00:02.389996753,LON0_P2000,3.74,3.85,6,4
2020.04.30D12:00:02.390000184,LOM0_C1550,4.18,4.29,1,2
2020.04.30D12:00:02.390003568,LOM0_P1500,2.02,2.1,7,15
2020.04.30D12:00:02.390006992,LOM0_C1650,3.51,3.61,1,2
2020.04.30D12:00:02.390035676,LOM0_C1950,1.87,1.95,5,14
2020.04.30D12:00:02.390045976,LON0_C2100,3.69,3.82,5,6
2020.04.30D12:00:02.390049516,LON0_P1700,2.75,2.86,8,18
2020.04.30D12:00:02.390052749,LON0_C2700,1.36,1.46,9,17
2020.04.30D12:00:02.390056373,LON0_C2800,1.13,1.23,4,17
2020.04.30D12:00:02.390060169,LON0_C2900,0.94,1.04,4,19
2020.04.30D12:00:02.390296016,LOM0_P1700,2.66,2.75,6,14
2020.04.30D12:00:02.390320477,LON0_P1700,2.75,2.86,8,18
2020.04.30D12:00:02.390391742,LOM0_C2000,1.7,1.74,2,14
2020.04.30D12:00:02.390660581,LOM0_C1100,7.77,7.92,1,5
2020.04.30D12:00:02.390664470,LOM0_C1200,6.91,7.06,1,13
2020.04.30D12:00:02.390667764,LOM0_C1250,6.49,6.64,2,13
2020.04.30D12:00:02.390671623,LOM0_C1300,6.08,6.23,1,14
2020.04.30D12:00:02.390675263,LOM0_C1350,5.68,5.83,1,9
2020.04.30D12:00:02.390680016,LOM0_C1450,4.9,5.07,6,14
2020.04.30D12:00:02.390683914,LOM0_C1500,4.53,4.69,6,9
2020.04.30D12:00:02.390687552,LOM0_C1550,4.18,4.29,1,2
2020.04.30D12:00:02.390691081,LOM0_C1600,3.84,3.94,1,1
2020.04.30D12:00:02.390694691,LOM0_P1650,2.48,2.56,7,8
2020.04.30D12:00:02.390698026,LOM0_P1700,2.66,2.75,6,14
2020.04.30D12:00:02.390701522,LOM0_P1800,3.07,3.16,1,6
2020.04.30D12:00:02.390705218,LOM0_P1950,3.8,3.93,9,2
2020.04.30D12:00:02.390708812,LOM0_P2100,4.73,4.86,9,1
2020.04.30D12:00:02.390712396,LOM0_P2150,5.08,5.21,1,2
2020.04.30D12:00:02.390731497,LON0_C4200,0.14,0.19,14,13
2020.04.30D12:00:02.390754596,LOM0_P1550,2.16,2.23,11,5
2020.04.30D12:00:02.390758335,LOM0_P1750,2.85,2.93,3,3
2020.04.30D12:00:02.391047405,LOM0_P1250,1.49,1.55,8,7
2020.04.30D12:00:02.391326471,LOM0_P1800,3.07,3.16,1,1
2020.04.30D12:00:02.391332284,LOM0_P1650,2.48,2.56,7,3
2020.04.30D12:00:02.391335781,LOM0_P2150,5.08,5.21,2,1
2020.04.30D12:00:02.391339604,LOM0_P1400,1.77,1.84,33,6
2020.04.30D12:00:02.391343229,LOM0_C1600,3.84,3.94,1,2
2020.04.30D12:00:02.391346742,LOM0_C2100,1.31,1.39,7,15
2020.04.30D12:00:02.391350499,LOM0_P1950,3.8,3.93,9,1
2020.04.30D12:00:02.391353835,LOM0_P1850,3.3,3.4,5,1
2020.04.30D12:00:02.391357484,LOM0_P2200,5.44,5.57,8,1
2020.04.30D12:00:02.391360793,LOM0_P2100,4.73,4.86,9,1
2020.04.30D12:00:02.391364695,LOM0_P1350,1.67,1.74,18,7
2020.04.30D12:00:02.391368025,LOM0_P1550,2.16,2.23,11,5
2020.04.30D12:00:02.391371957,LOM0_P1700,2.66,2.75,6,14
2020.04.30D12:00:02.391378910,LOM0_C2500,0.49,0.53,6,16
2020.04.30D12:00:02.391385002,LOM0_C2700,0.3,0.36,28,18
2020.04.30D12:00:02.391398113,LOM0_P1000,1.15,1.19,2,2
2020.04.30D12:00:02.391424021,LOM0_P1100,1.27,1.32,10,4
2020.04.30D12:00:02.391448854,LON0_C3150,0.59,0.68,7,7
2020.04.30D12:00:02.391479746,LON0_C3200,0.54,0.63,7,17
2020.04.30D12:00:02.391590327,LON0_P2150,4.39,4.51,6,1
2020.04.30D12:00:02.391594116,LON0_P2350,5.45,5.58,6,1
2020.04.30D12:00:02.391598660,LON0_P1750,2.89,2.99,8,4
2020.04.30D12:00:02.391602070,LON0_P1850,3.2,3.3,8,7
2020.04.30D12:00:02.391605527,LON0_C2550,1.78,1.88,8,12
2020.04.30D12:00:02.391608723,LON0_C2600,1.63,1.73,8,12
2020.04.30D12:00:02.392033492,LOM0_C250,14.44,0,1,0
2020.04.30D12:00:02.392243540,LON0_C1900,4.83,5.07,6,17
2020.04.30D12:00:02.392395586,LOM0_C1000,8.64,8.81,1,5
2020.04.30D12:00:02.392399563,LOM0_C1050,8.2,8.36,1,5
2020.04.30D12:00:02.392402769,LON0_C1850,5.15,5.4,6,17
2020.04.30D12:00:02.392408283,LON0_C1700,6.19,6.46,2,13
2020.04.30D12:00:02.392411681,LON0_C1800,5.49,5.74,6,17
2020.04.30D12:00:02.392420571,LOM0_C250,14.43,0,1,0
2020.04.30D12:00:02.392425222,LOM0_P4000,21.5,23.67,2,1
2020.04.30D12:00:02.392452320,LON0_C2200,3.18,3.29,5,13
2020.04.30D12:00:02.392619391,LOM0_P2200,5.44,5.57,8,1
2020.04.30D12:00:02.392675204,LON0_P1650,2.62,2.72,9,15
2020.04.30D12:00:02.392787523,LOM0_C1100,7.77,7.92,1,6
2020.04.30D12:00:02.392791016,LOM0_C1300,6.08,6.23,1,14
2020.04.30D12:00:02.392795436,LOM0_C1200,6.91,7.06,1,13
2020.04.30D12:00:02.392798872,LOM0_C1000,8.64,8.81,1,6
2020.04.30D12:00:02.392802544,LOM0_C1050,8.2,8.36,1,6
2020.04.30D12:00:02.392808155,LON0_C4200,0.14,0.19,14,17
2020.04.30D12:00:02.392969750,LON0_P1750,2.89,3,8,17
2020.04.30D12:00:02.393000463,LOM0_C1250,6.49,6.64,1,13
2020.04.30D12:00:02.393004189,LOM0_C1350,5.68,5.83,1,9
2020.04.30D12:00:02.395379814,LON0_C2050,3.93,4.15,6,12
2020.04.30D12:00:02.395383568,LON0_P1600,2.5,2.6,9,13
2020.04.30D12:00:02.395386735,LON0_P1700,2.75,2.86,8,18
2020.04.30D12:00:02.395390480,LON0_C2300,2.71,2.82,5,15
2020.04.30D12:00:02.395393673,LON0_C2250,2.94,3.05,5,13
2020.04.30D12:00:02.395625301,LON0_P2250,4.89,5.02,6,6
2020.04.30D12:00:02.395629350,LON0_C2150,3.42,3.55,5,14
2020.04.30D12:00:02.395632537,LON0_P2300,5.17,5.3,6,6
2020.04.30D12:00:02.395636266,LON0_P2150,4.39,4.51,6,1
2020.04.30D12:00:02.395639744,LON0_C2550,1.78,1.88,8,12
2020.04.30D12:00:02.395642850,LON0_C1750,5.83,6.08,6,12
2020.04.30D12:00:02.395646505,LON0_P2400,5.7,5.96,12,2
2020.04.30D12:00:02.396652032,LON0_C2050,3.93,4.15,6,17
2020.04.30D12:00:02.396656205,LON0_C1750,5.83,6.08,6,17
2020.04.30D12:00:02.396659353,LON0_P2400,5.7,5.96,13,2
2020.04.30D12:00:02.400230601,LOM0_C1800,2.62,2.7,3,10
2020.04.30D12:00:02.400234390,LOM0_P1800,3.07,3.16,1,1
2020.04.30D12:00:02.400237400,LOM0_P1650,2.48,2.56,7,3
2020.04.30D12:00:02.400250311,LON0_P1700,2.75,2.86,8,18
2020.04.30D12:00:02.400622416,LOM0_P1350,1.67,1.74,13,7
2020.04.30D12:00:02.403412304,LON0_C2900,0.93,1.04,9,19
2020.04.30D12:00:02.403416072,LOM0_P1100,1.27,1.32,10,4
2020.04.30D12:00:02.403419631,LOM0_C500,12.11,0,1,0
2020.04.30D12:00:02.403423322,LOM0_P4050,21.89,24.17,1,1
2020.04.30D12:00:02.403426837,LOM0_P4100,22.39,24.67,1,1
2020.04.30D12:00:02.403430376,LON0_C200,17.43,0,1,0
2020.04.30D12:00:02.403433805,LON0_C300,16.39,0,1,0
2020.04.30D12:00:02.403437364,LON0_C350,15.91,0,1,0
2020.04.30D12:00:02.403440787,LON0_C400,15.43,0,1,0
2020.04.30D12:00:02.403444068,LON0_C500,14.49,0,1,0
2020.04.30D12:00:02.403447544,LON0_C550,14.03,0,1,0
2020.04.30D12:00:02.403450733,LON0_C600,13.57,0,1,0
2020.04.30D12:00:02.403623226,LON0_P1550,2.38,2.48,23,5
2020.04.30D12:00:02.403626847,LOM0_P4000,21.5,23.66,2,1
2020.04.30D12:00:02.403819605,LON0_C3050,0.72,0.81,6,16
2020.04.30D12:00:02.403823313,LON0_C1800,5.49,5.74,6,18
2020.04.30D12:00:02.403826425,LON0_C1700,6.19,6.46,2,14
2020.04.30D12:00:02.403829584,LON0_C1850,5.15,5.4,6,18
2020.04.30D12:00:02.403833033,LON0_C3100,0.65,0.75,6,31
2020.04.30D12:00:02.403836103,LON0_C3150,0.59,0.69,7,32
2020.04.30D12:00:02.403840100,LON0_C3250,0.49,0.59,24,36
2020.04.30D12:00:02.403843772,LON0_C3350,0.41,0.51,23,41
2020.04.30D12:00:02.403847026,LOM0_P4050,21.9,24.17,1,1
2020.04.30D12:00:02.403850739,LOM0_P4400,25.38,0,1,0
2020.04.30D12:00:02.403854453,LOM0_P5000,31.36,0,1,0
2020.04.30D12:00:02.404051712,LON0_C2550,1.78,1.88,5,12
2020.04.30D12:00:02.404055373,LOM0_C1600,3.83,3.94,1,2
2020.04.30D12:00:02.404058650,LOM0_C1800,2.62,2.7,3,10
2020.04.30D12:00:02.404062380,LOM0_C1550,4.17,4.29,1,2
2020.04.30D12:00:02.404065501,LON0_P1750,2.89,3,8,14
2020.04.30D12:00:02.404069122,LOM0_C1000,8.63,8.81,1,6
2020.04.30D12:00:02.404072223,LOM0_C1050,8.19,8.36,1,6
2020.04.30D12:00:02.404075472,LOM0_P2100,4.73,4.87,9,1
2020.04.30D12:00:02.404078685,LON0_C3050,0.71,0.81,6,16
2020.04.30D12:00:02.404082163,LOM0_P2000,4.09,4.23,9,2
2020.04.30D12:00:02.404085542,LOM0_C2200,1.03,1.09,8,9
2020.04.30D12:00:02.404088580,LON0_C2850,1.03,1.13,4,10
2020.04.30D12:00:02.404188504,LON0_P1600,2.5,2.6,9,17
2020.04.30D12:00:02.404192379,LOM0_C1700,3.2,3.29,2,8
2020.04.30D12:00:02.404195498,LON0_C2100,3.69,3.82,5,6
2020.04.30D12:00:02.404198830,LON0_C2200,3.18,3.29,5,13
2020.04.30D12:00:02.404202179,LOM0_C1850,2.35,2.43,4,10
2020.04.30D12:00:02.404205424,LON0_C3200,0.53,0.63,25,17
2020.04.30D12:00:02.404208775,LON0_C3400,0.37,0.46,37,13
2020.04.30D12:00:02.404212087,LON0_C2500,1.95,2.04,5,17
2020.04.30D12:00:02.404215413,LON0_P1800,3.04,3.14,8,9
2020.04.30D12:00:02.404218700,LON0_C2950,0.85,0.95,6,6
2020.04.30D12:00:02.404603745,LOM0_C1600,3.83,3.94,1,1
2020.04.30D12:00:02.404607300,LOM0_P2150,5.08,5.21,1,1
2020.04.30D12:00:02.405597959,LOM0_C1600,3.83,3.95,1,2
2020.04.30D12:00:02.405603534,LOM0_C1550,4.17,4.29,1,2
2020.04.30D12:00:02.405606877,LOM0_C1000,8.63,8.81,1,6
2020.04.30D12:00:02.405610599,LOM0_C1050,8.19,8.36,1,6
2020.04.30D12:00:02.405613980,LOM0_P2100,4.73,4.87,9,1
2020.04.30D12:00:02.405722016,LON0_C3400,0.37,0.46,33,13
2020.04.30D12:00:02.408526305,LOM0_C2200,1.03,1.09,8,9
2020.04.30D12:00:02.408529729,LON0_C2800,1.12,1.23,9,17
2020.04.30D12:00:02.408533057,LON0_P1300,1.9,1.99,29,17
2020.04.30D12:00:02.408537135,LOM0_C2450,0.55,0.6,7,13
2020.04.30D12:00:02.408540298,LON0_C3950,0.18,0.25,15,25
2020.04.30D12:00:02.408543588,LOM0_C100,15.96,0,1,0
2020.04.30D12:00:02.408547205,LOM0_C150,15.4,0,1,0
2020.04.30D12:00:02.408551168,LOM0_C200,14.9,0,1,0
2020.04.30D12:00:02.408555031,LOM0_C300,13.96,0,1,0
2020.04.30D12:00:02.408558288,LOM0_C350,13.5,0,1,0
2020.04.30D12:00:02.408561997,LOM0_C400,13.04,0,1,0
2020.04.30D12:00:02.408565678,LON0_C250,16.88,0,1,0
2020.04.30D12:00:02.408740708,LON0_C1900,4.83,5.07,6,18
2020.04.30D12:00:02.408744345,LON0_C3450,0.35,0.44,10,35
2020.04.30D12:00:02.408941703,LON0_C2250,2.94,3.05,5,13
2020.04.30D12:00:02.408945432,LON0_C3000,0.81,0.87,1,7
2020.04.30D12:00:02.408948554,LON0_C2300,2.71,2.82,5,15
2020.04.30D12:00:02.408952107,LOM0_C1650,3.5,3.61,1,2
2020.04.30D12:00:02.408955518,LOM0_C1700,3.2,3.29,2,8
2020.04.30D12:00:02.408958830,LOM0_P2200,5.44,5.58,8,1
2020.04.30D12:00:02.408962040,LOM0_C1100,7.76,7.92,1,6
2020.04.30D12:00:02.408965068,LOM0_C1200,6.9,7.06,1,13
2020.04.30D12:00:02.408968482,LON0_C2500,1.95,2.04,5,17
2020.04.30D12:00:02.408971823,LON0_C2600,1.63,1.73,5,12
2020.04.30D12:00:02.408974949,LOM0_P1900,3.53,3.66,9,2
2020.04.30D12:00:02.408978401,LOM0_P2050,4.4,4.54,9,2
2020.04.30D12:00:02.409028452,LOM0_C2100,1.31,1.39,10,15
2020.04.30D12:00:02.409031834,LOM0_C1800,2.62,2.7,3,10
2020.04.30D12:00:02.409034674,LOM0_C1950,1.87,1.95,5,14
2020.04.30D12:00:02.409037890,LON0_C2400,2.3,2.4,5,16
2020.04.30D12:00:02.409041356,LON0_C2450,2.12,2.21,5,13
2020.04.30D12:00:02.409045110,LON0_C3450,0.34,0.44,33,35
2020.04.30D12:00:02.409048359,LON0_C3100,0.64,0.75,23,31
2020.04.30D12:00:02.409051881,LON0_C3150,0.58,0.69,25,32
2020.04.30D12:00:02.409751035,LOM0_P1800,3.06,3.16,13,1
2020.04.30D12:00:02.409755313,LON0_C3500,0.34,0.39,2,14
2020.04.30D12:00:02.409758582,LON0_P1000,1.5,1.58,66,19
2020.04.30D12:00:02.409761995,LON0_C2950,0.85,0.96,6,40
2020.04.30D12:00:02.409765292,LOM0_C1000,8.63,8.81,1,7
2020.04.30D12:00:02.410255633,LOM0_P2200,5.44,5.58,7,1
2020.04.30D12:00:02.410259126,LOM0_C1100,7.76,7.92,1,6
2020.04.30D12:00:02.410262154,LOM0_C1200,6.9,7.06,1,13
2020.04.30D12:00:02.410265427,LOM0_P1800,3.06,3.16,13,1
2020.04.30D12:00:02.420824645,LOM0_P1850,3.3,3.4,1,1
2020.04.30D12:00:02.421574097,LON0_C2450,2.12,2.21,5,13
2020.04.30D12:00:02.421577718,LON0_C2550,1.78,1.88,5,12
2020.04.30D12:00:02.421656354,LON0_P1550,2.38,2.48,9,5
2020.04.30D12:00:02.422288660,LOM0_C1800,2.62,2.7,3,10
2020.04.30D12:00:02.423594872,LON0_C1750,5.83,6.08,6,18
2020.04.30D12:00:02.423598400,LON0_P2400,5.7,5.96,14,2
2020.04.30D12:00:02.423849174,LOM0_C1950,1.87,1.95,5,14
2020.04.30D12:00:02.423852730,LOM0_C1350,5.67,5.83,1,9
2020.04.30D12:00:02.423855803,LOM0_C1300,6.07,6.23,1,14
2020.04.30D12:00:02.423859112,LOM0_C1650,3.49,3.61,2,2
2020.04.30D12:00:02.423862578,LON0_P2350,5.45,5.59,6,6
2020.04.30D12:00:02.423865993,LOM0_C1100,7.75,7.92,2,6
2020.04.30D12:00:02.423869184,LOM0_P1800,3.06,3.17,13,6
2020.04.30D12:00:02.423872409,LOM0_P2200,5.44,5.59,7,2
2020.04.30D12:00:02.423875821,LOM0_C1200,6.89,7.06,7,13
2020.04.30D12:00:02.423879228,LOM0_P1850,3.3,3.41,1,2
2020.04.30D12:00:02.424081108,LOM0_C1100,7.75,7.92,2,7
2020.04.30D12:00:02.424084919,LOM0_C1050,8.19,8.36,1,7
2020.04.30D12:00:02.424550843,LON0_C2850,1.02,1.13,26,10
2020.04.30D12:00:02.424554788,LON0_C3050,0.7,0.81,24,16
2020.04.30D12:00:02.424558250,LON0_C2950,0.84,0.96,34,40
2020.04.30D12:00:02.424681110,LON0_C1750,5.83,6.08,6,18
2020.04.30D12:00:02.424684597,LON0_P2400,5.7,5.96,14,2
2020.04.30D12:00:02.424743873,LON0_C2050,3.93,4.15,6,18
2020.04.30D12:00:02.424966253,LOM0_C1250,6.48,6.64,2,13
2020.04.30D12:00:02.424969894,LON0_C2600,1.63,1.73,8,12
2020.04.30D12:00:02.424972996,LOM0_C1550,4.16,4.29,7,2
2020.04.30D12:00:02.424976440,LOM0_C1600,3.82,3.95,2,2
2020.04.30D12:00:02.424979876,LOM0_P2150,5.08,5.22,1,2
2020.04.30D12:00:02.424983261,LOM0_C1050,8.18,8.36,7,7
2020.04.30D12:00:02.424986746,LOM0_P1950,3.8,3.94,9,2
2020.04.30D12:00:02.424989703,LOM0_C1000,8.62,8.81,7,7
2020.04.30D12:00:02.424992983,LOM0_P2100,4.73,4.88,9,2
2020.04.30D12:00:02.424996305,LON0_P2150,4.39,4.52,6,6
2020.04.30D12:00:02.424999583,LOM0_C1700,3.2,3.29,2,8
2020.04.30D12:00:02.426139092,LOM0_P1200,1.41,1.47,10,7
2020.04.30D12:00:02.426142922,LOM0_P1700,2.66,2.75,6,14
2020.04.30D12:00:02.426146313,LOM0_C1400,5.28,5.45,13,14
2020.04.30D12:00:02.426149686,LOM0_P1650,2.48,2.56,7,3
2020.04.30D12:00:02.426153237,LOM0_C1750,2.89,2.98,3,13
2020.04.30D12:00:02.426156507,LON0_P1400,2.07,2.17,27,21
2020.04.30D12:00:02.426159854,LOM0_P2150,5.07,5.22,8,2
2020.04.30D12:00:02.426163123,LOM0_C1950,1.87,1.95,5,14
2020.04.30D12:00:02.426166223,LOM0_C1350,5.67,5.83,1,9
2020.04.30D12:00:02.426169752,LOM0_C1300,6.07,6.23,1,14
2020.04.30D12:00:02.437423353,LOM0_P4000,21.5,23.67,2,1
2020.04.30D12:00:02.437427455,LOM0_P4100,22.39,24.66,1,1
2020.04.30D12:00:02.437430405,LON0_C600,13.58,0,1,0
2020.04.30D12:00:02.437491063,LOM0_C1700,3.2,3.29,3,8
2020.04.30D12:00:02.437494503,LON0_P1750,2.89,3,8,17
2020.04.30D12:00:02.438376982,LOM0_P1850,3.29,3.41,5,2
2020.04.30D12:00:02.438380343,LOM0_P2150,5.08,5.22,1,2
2020.04.30D12:00:02.438696437,LOM0_C1700,3.2,3.29,3,8
2020.04.30D12:00:02.438700250,LOM0_P1850,3.29,3.41,5,2
2020.04.30D12:00:02.440094389,LON0_C250,16.89,0,1,0
2020.04.30D12:00:02.440803218,LOM0_C2200,1.03,1.09,12,9
2020.04.30D12:00:02.440807252,LOM0_C1700,3.2,3.29,3,8
2020.04.30D12:00:02.440810272,LOM0_C1350,5.66,5.83,7,9
2020.04.30D12:00:02.440813796,LOM0_C1300,6.06,6.23,2,14
2020.04.30D12:00:02.451618727,LOM0_P4050,21.89,24.17,1,1
2020.04.30D12:00:02.451679908,LON0_P1800,3.04,3.14,8,12
2020.04.30D12:00:02.451683477,LON0_C2550,1.78,1.88,8,12
2020.04.30D12:00:02.451686688,LOM0_C2200,1.03,1.09,12,9
2020.04.30D12:00:02.452195893,LOM0_P2150,5.07,5.22,8,2
2020.04.30D12:00:02.476551547,LOM0_C1700,3.2,3.29,2,8
2020.04.30D12:00:02.476556912,LON0_C2550,1.78,1.88,5,12
2020.04.30D12:00:02.476560089,LON0_P1800,3.04,3.14,8,9
2020.04.30D12:00:02.485352436,LOM0_C1100,7.75,7.91,2,6
2020.04.30D12:00:02.485355973,LOM0_C1550,4.16,4.29,7,2
2020.04.30D12:00:02.486598975,LOM0_C1100,7.75,7.91,2,7
2020.04.30D12:00:02.495255053,LON0_C250,16.88,0,1,0
2020.04.30D12:00:02.495267107,LOM0_C1700,3.2,3.29,2,8
2020.04.30D12:00:02.502715367,LOM0_C1700,3.2,3.29,2,8
2020.04.30D12:00:02.502718790,LON0_P1800,3.04,3.14,8,9
2020.04.30D12:00:02.502721706,LON0_C2550,1.78,1.88,5,12
2020.04.30D12:00:02.503166071,LOM0_P4050,21.9,24.17,1,1
2020.04.30D12:00:02.514224863,LOM0_C1100,7.75,7.91,2,8
2020.04.30D12:00:02.558237714,LON0_C4050,0.16,0.23,29,41
2020.04.30D12:00:02.572156906,LOM0_C1700,3.2,3.29,3,8
2020.04.30D12:00:02.642446054,LON0_C1650,6.55,6.85,2,2
2020.04.30D12:00:02.642451963,LON0_C1700,6.19,6.46,2,2
2020.04.30D12:00:02.642455103,LON0_C1750,5.83,6.08,6,6
2020.04.30D12:00:02.642458623,LON0_C1800,5.49,5.74,6,6
2020.04.30D12:00:02.642462242,LON0_C1850,5.15,5.4,6,6
2020.04.30D12:00:02.642465225,LON0_C1900,4.83,5.07,6,6
2020.04.30D12:00:02.642468708,LON0_C1950,4.52,4.76,6,6
2020.04.30D12:00:02.642472242,LON0_C2000,4.22,4.44,6,6
2020.04.30D12:00:02.642475556,LON0_C2050,3.93,4.15,6,6
2020.04.30D12:00:02.642478971,LON0_C2100,3.69,3.82,5,6
2020.04.30D12:00:02.642482560,LON0_C2150,3.42,3.55,5,14
2020.04.30D12:00:02.642485884,LON0_C2200,3.18,3.29,5,13
2020.04.30D12:00:02.642489002,LON0_C2250,2.94,3.05,5,13
2020.04.30D12:00:02.642492300,LON0_C2350,2.5,2.6,5,13
2020.04.30D12:00:02.642495943,LON0_C2400,2.3,2.4,5,16
2020.04.30D12:00:02.642499470,LON0_C2450,2.12,2.21,5,13
2020.04.30D12:00:02.642502924,LON0_C2500,1.95,2.04,5,17
2020.04.30D12:00:02.642506389,LON0_C2600,1.63,1.73,8,12
2020.04.30D12:00:02.642509950,LON0_C2650,1.49,1.59,9,13
2020.04.30D12:00:02.642513444,LON0_C2700,1.36,1.46,9,17
2020.04.30D12:00:02.642516941,LON0_C2750,1.24,1.34,9,18
2020.04.30D12:00:02.642520285,LON0_C2800,1.12,1.23,9,17
2020.04.30D12:00:02.642523717,LON0_C2850,1.02,1.13,26,10
2020.04.30D12:00:02.642527011,LON0_C2900,0.93,1.04,9,19
2020.04.30D12:00:02.642565867,LON0_C2950,0.84,0.96,34,40
2020.04.30D12:00:02.642571351,LON0_P1000,1.5,1.58,66,7
2020.04.30D12:00:02.642574875,LON0_P1050,1.55,1.64,31,7
2020.04.30D12:00:02.642578553,LON0_P1100,1.61,1.7,31,6
2020.04.30D12:00:02.642582027,LON0_P1150,1.68,1.77,25,11
2020.04.30D12:00:02.642585589,LON0_P1200,1.74,1.84,28,11
2020.04.30D12:00:02.642588949,LON0_P1250,1.82,1.91,29,11
2020.04.30D12:00:02.642592464,LON0_P1300,1.9,1.99,29,5
2020.04.30D12:00:02.642595833,LON0_P1350,1.98,2.07,27,5
2020.04.30D12:00:02.642598943,LON0_P1400,2.07,2.17,27,9
2020.04.30D12:00:02.642601952,LON0_P1450,2.17,2.26,23,5
2020.04.30D12:00:02.642605984,LON0_P1500,2.27,2.37,27,9
2020.04.30D12:00:02.642609603,LON0_P1550,2.38,2.48,9,5
2020.04.30D12:00:02.642612944,LON0_P1600,2.5,2.6,9,17
2020.04.30D12:00:02.642616475,LON0_P1650,2.62,2.72,9,15
2020.04.30D12:00:02.642654287,LON0_P1700,2.75,2.86,8,18
2020.04.30D12:00:02.642658478,LON0_P1750,2.89,3,8,17
2020.04.30D12:00:02.642661865,LON0_P1800,3.04,3.14,8,9
2020.04.30D12:00:02.642665576,LON0_P1850,3.2,3.3,8,7
2020.04.30D12:00:02.642669209,LON0_P1900,3.37,3.47,8,7
2020.04.30D12:00:02.642672615,LON0_P1950,3.55,3.65,6,4
2020.04.30D12:00:02.642675857,LON0_P2000,3.74,3.85,6,4
2020.04.30D12:00:02.642679100,LON0_P2050,3.94,4.05,6,10
2020.04.30D12:00:02.642682369,LON0_P2100,4.16,4.27,6,4
2020.04.30D12:00:02.642688007,LON0_P2150,4.39,4.52,6,6
2020.04.30D12:00:02.642691420,LON0_P2200,4.64,4.76,6,6
2020.04.30D12:00:02.642694659,LON0_P2250,4.89,5.02,6,6
2020.04.30D12:00:02.642697865,LON0_P2300,5.17,5.3,6,6
2020.04.30D12:00:02.642701207,LON0_P2350,5.45,5.59,6,6
2020.04.30D12:00:02.642704591,LON0_P2400,5.7,5.96,2,2
2020.04.30D12:00:02.642708161,LON0_P950,1.44,1.53,22,7
2020.04.30D12:00:02.644872730,LOM0_C1700,3.2,3.29,2,8
2020.04.30D12:00:02.644909660,LOM0_P1300,1.57,1.64,35,7
2020.04.30D12:00:02.644913131,LOM0_P1500,2.02,2.1,12,15
2020.04.30D12:00:02.644916172,LOM0_P1250,1.49,1.55,13,7
2020.04.30D12:00:02.652163355,LOM0_C1200,6.89,7.06,13,13
2020.04.30D12:00:02.652169195,LOM0_C1250,6.48,6.64,2,13
2020.04.30D12:00:02.652172398,LOM0_C1300,6.06,6.23,9,14
2020.04.30D12:00:02.655318901,LOM0_P4100,22.39,24.67,1,1
2020.04.30D12:00:02.655322824,LON0_C450,14.95,0,1,0
2020.04.30D12:00:02.655325865,LON0_C600,13.57,0,1,0
2020.04.30D12:00:02.655615836,LOM0_C2200,1.03,1.09,12,9
2020.04.30D12:00:02.655619325,LOM0_C1700,3.2,3.29,2,8
2020.04.30D12:00:02.661185246,LON0_P1450,2.17,2.26,23,5
2020.04.30D12:00:02.661189341,LON0_P950,1.44,1.54,22,25
2020.04.30D12:00:02.662403746,LON0_P1450,2.17,2.28,23,18
2020.04.30D12:00:02.669507797,LON0_P1100,1.61,1.71,31,11
2020.04.30D12:00:02.669511586,LON0_P1000,1.5,1.59,66,7
2020.04.30D12:00:02.669514613,LON0_P1050,1.55,1.65,31,33
2020.04.30D12:00:02.669517908,LON0_P1350,1.98,2.07,27,5
2020.04.30D12:00:02.674104643,LON0_P1350,1.98,2.07,27,5
2020.04.30D12:00:02.674108488,LON0_P1000,1.5,1.6,66,35
2020.04.30D12:00:02.697140895,LOM0_C2950,0.2,0.24,4,2
2020.04.30D12:00:02.697457514,LOM0_P1750,2.85,2.93,18,3
2020.04.30D12:00:02.697461438,LOM0_C2750,0.28,0.33,3,3
